"";"spatial_code";"spatial_name";"spatial_type";"spatial_date";"temporal_date";"temporal_type";"measure";"value"
"118";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_INR_R";7,57
"119";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_GEZ_R";7,48
"120";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PRIJS_R";5,53
"121";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BIO_R";7,5
"122";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_FOOD_R";7,1
"123";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_NONFOOD_R";6,22
"124";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_DUURZ_R";5,92
"125";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_SCHOON_R";6,19
"126";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_UIT_R";7,29
"127";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_HOR_R";6,4
"128";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_VERV_R";5,53
"129";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_MENS_R";6,5
"130";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_AUTO_R";5,29
"131";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_FIETS_R";6,67
"132";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_DAG_R";8,19
"133";"W412";"Elandsgracht/Hazenstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_AVOND_R";8,05
"134";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_TOT_R";7,57
"135";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_HOR_R";7,45
"136";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BER_R";7,8
"137";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_INR_R";6,16
"138";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_GEZ_R";7,02
"139";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PRIJS_R";5,93
"140";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BIO_R";7,02
"141";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_FOOD_R";7,04
"142";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_NONFOOD_R";6,07
"143";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_DUURZ_R";5,58
"144";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_SCHOON_R";5,96
"145";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_UIT_R";6,89
"146";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_HOR_R";5,22
"147";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_VERV_R";5,56
"148";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_MENS_R";5,71
"149";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_AUTO_R";5,24
"150";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_FIETS_R";5,19
"151";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_DAG_R";8,33
"152";"W416";"Westerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_AVOND_R";7,8
"153";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_TOT_R";6,82
"154";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_HOR_R";7,4
"155";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BER_R";7,97
"156";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_INR_R";5,55
"157";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_GEZ_R";5,95
"158";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PRIJS_R";6,38
"159";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BIO_R";5,42
"160";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_FOOD_R";6,32
"161";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_NONFOOD_R";5,38
"162";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_DUURZ_R";4,59
"163";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_SCHOON_R";6,38
"164";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_UIT_R";6,13
"165";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_HOR_R";6,42
"166";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_VERV_R";5,81
"167";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_MENS_R";5,91
"168";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_AUTO_R";5,74
"169";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_FIETS_R";6,22
"170";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_DAG_R";8,1
"171";"W015";"Spaarndammerstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_AVOND_R";7,38
"172";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_TOT_R";6,11
"173";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_HOR_R";6,71
"174";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BER_R";7,84
"175";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_INR_R";5,26
"176";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_GEZ_R";5,19
"177";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PRIJS_R";6,58
"178";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BIO_R";4,55
"179";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_FOOD_R";5,94
"180";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_NONFOOD_R";4,42
"181";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_DUURZ_R";3,27
"182";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_SCHOON_R";5,78
"183";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_UIT_R";5,37
"184";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_HOR_R";5,89
"185";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_VERV_R";5,61
"186";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_MENS_R";5,9
"187";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_AUTO_R";5,35
"188";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_FIETS_R";5,45
"189";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_DAG_R";7,67
"190";"W016";"2e Nassaustraat/v Limburg Stirumstraat";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_AVOND_R";7,09
"191";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_TOT_R";7,52
"192";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_HOR_R";6,95
"193";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BER_R";7,56
"194";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_INR_R";6,62
"195";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_GEZ_R";6,64
"196";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PRIJS_R";6,03
"197";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_BIO_R";5,87
"198";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_FOOD_R";7,12
"199";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_NONFOOD_R";5,46
"200";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_DUURZ_R";4,85
"201";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_SCHOON_R";6,64
"202";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_UIT_R";6,82
"203";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_HOR_R";6,31
"204";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_VERV_R";5,84
"205";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_OVERL_MENS_R";6,23
"206";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_AUTO_R";4,75
"207";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_PARK_FIETS_R";5,32
"208";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_DAG_R";7,79
"209";"W017";"Hugo deGrootplein";"winkelgebieden";"20240101";"20240101";"peildatum";"EWIN_VEIL_AVOND_R";7,27
